City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Westport,US,2019-11-10 02:34:48,41.14,-73.36,44.6,56,75,14.99
280,Leeton,AU,2019-11-10 02:34:49,-34.55,146.4,69.01,42,40,10.29
281,Vostok,RU,2019-11-10 02:34:49,46.45,135.83,30.11,52,0,6.44
282,Virden,CA,2019-11-10 02:34:49,49.85,-100.93,12.52,89,72,13.27
283,Kanniyakumari,IN,2019-11-10 02:33:07,8.08,77.57,81.25,78,92,7.02
284,San Jeronimo,PE,2019-11-10 02:34:49,-13.65,-73.37,52.72,83,100,4.47
285,Aksay,KZ,2019-11-10 02:34:50,51.17,53.01,30.81,75,100,6.73
286,Prachuap Khiri Khan,TH,2019-11-10 02:34:50,11.81,99.79,80.98,68,0,11.88
287,Waipawa,NZ,2019-11-10 02:34:50,-39.94,176.59,72.0,77,100,11.01
288,Ozark,US,2019-11-10 02:34:50,37.02,-93.21,54.0,66,1,8.05
289,Mogok,MM,2019-11-10 02:34:50,22.92,96.51,71.46,93,34,0.56
290,Khandbari,NP,2019-11-10 02:34:51,27.38,87.21,55.45,58,2,4.0
291,Mount Isa,AU,2019-11-10 02:34:51,-20.73,139.49,87.8,8,43,6.93
292,Ilmajoki,FI,2019-11-10 02:34:51,62.73,22.58,32.0,100,90,4.7
293,High Level,CA,2019-11-10 02:34:51,58.52,-117.13,-5.81,83,5,2.24
294,Mayo,CA,2019-11-10 02:34:51,63.59,-135.9,-7.61,63,5,5.82
295,Purificacion,CO,2019-11-10 02:34:52,3.86,-74.93,75.33,81,100,1.95
296,Bukene,TZ,2019-11-10 02:34:52,-4.23,32.89,69.71,65,58,4.7
297,Katsina,NG,2019-11-10 02:34:52,12.99,7.6,78.13,21,23,7.9
298,Kendari,ID,2019-11-10 02:34:53,-3.99,122.52,91.04,47,45,7.07
299,Les Cayes,HT,2019-11-10 02:34:53,18.19,-73.75,82.58,75,0,7.36
300,Myitkyina,MM,2019-11-10 02:34:53,25.38,97.4,66.36,88,100,1.99
301,Gondanglegi,ID,2019-11-10 02:34:53,-7.75,112.01,90.3,47,5,9.86
302,Reconquista,AR,2019-11-10 02:34:53,-29.14,-59.64,70.16,86,100,8.05
303,Pangoa,PE,2019-11-10 02:34:54,-12.12,-73.0,69.03,98,100,1.43
304,Bay-Khaak,RU,2019-11-10 02:34:54,51.16,94.47,18.34,85,100,2.19
